season,cutoff,wk,n_rows,n_fcsdiv,n_nonfbs,n_link_games,n_nn_games,lamf_off,lamf_def,pi_prior_nonfbs,pi_prior_fcsdiv,pi_data_pts_fcsdiv,free_gap,insample_link_resid,mean_prior_fbs_power
2025,2025-10-20,10,1890,129,179,119,419,3.17597105215748,3.11139226367164,0.68847590361009,0.645904648457729,0.283276281233816,-11.2809884978111,8.43078677691562,1.43675920833844e-15
2025,2025-10-27,11,2118,129,179,120,477,3.17597105215748,3.11139226367164,0.685493200830238,0.642658813470609,0.285872949223513,-11.3273651298248,8.49731958170623,1.43675920833844e-15
2025,2025-11-03,12,2342,129,179,120,538,3.17597105215748,3.11139226367164,0.684436250405958,0.641611856546307,0.286710514762954,-11.3645567789795,8.58228064585195,1.43675920833844e-15
2025,2025-11-10,13,2556,129,179,121,601,3.17597105215748,3.11139226367164,0.681106095400921,0.638060236135271,0.289551811091783,-11.3578990985333,8.58174982806215,1.43675920833844e-15
2025,2025-11-17,14,2786,129,179,122,660,3.17597105215748,3.11139226367164,0.678373483613397,0.635039682135538,0.29196825429157,-11.311208888128,8.63219200715754,1.43675920833844e-15
2025,2025-11-24,15,3044,129,179,126,725,3.17597105215748,3.11139226367164,0.670101826197898,0.625608618048607,0.299513105561114,-11.1242447000163,8.51337763461352,1.43675920833844e-15
2025,2025-12-01,16,3202,129,179,126,736,3.17597105215748,3.11139226367164,0.669745664322612,0.625418301021799,0.299665359182561,-11.1329792236836,8.53614724159829,1.43675920833844e-15
2025,2025-12-08,17,3258,129,179,126,744,3.17597105215748,3.11139226367164,0.669651983401053,0.625305014899846,0.299755988080123,-11.140120125516,8.54780990075105,1.43675920833844e-15
2025,2025-12-15,18,3276,129,179,126,750,3.17597105215748,3.11139226367164,0.669631034617964,0.625279329487937,0.299776536409651,-11.1289742896781,8.53855909294452,1.43675920833844e-15
2025,2025-12-22,19,3298,129,179,126,751,3.17597105215748,3.11139226367164,0.669620814706672,0.625271017754182,0.299783185796654,-11.1306779325747,8.54062410761683,1.43675920833844e-15
2025,2025-12-29,20,3330,129,179,126,752,3.17597105215748,3.11139226367164,0.669620828519775,0.625270749302855,0.299783400557716,-11.1319788481778,8.54192025962801,1.43675920833844e-15
2025,2026-01-05,21,3366,129,179,126,752,3.17597105215748,3.11139226367164,0.669611763785321,0.625260109488237,0.29979191240941,-11.1269597667191,8.53777954018911,1.43675920833844e-15
2025,2026-01-19,22,3372,129,179,126,753,3.17597105215748,3.11139226367164,0.669611751857304,0.625260023113654,0.299791981509076,-11.1278903797604,8.53865028175838,1.43675920833844e-15
