split,model,gp,n,logloss,brier,mae,rmse,bias,calib_slope,pred_sd,winners
cond,D1_C2L,1,155,0.471768116981156,0.158470550483291,13.0175807394131,16.7836398698167,0.631043256639359,0.935334264219626,16.7956881626688,0.72258064516129
cond,D1_C2L,2,184,0.470177945435372,0.156797149072806,12.3925368965711,15.4363637134388,-0.734496100553343,0.812137380662609,19.6649312993991,0.771739130434783
cond,D1_C2L,3,185,0.513920239032331,0.172994024173884,13.1566614823798,16.5253019860072,2.81250603394238,0.701733027639046,17.2502303496933,0.718918918918919
cond,D1_C2L,0-3,694,0.483730897764928,0.161846127102596,12.8755193123946,16.1974134178807,0.479555438372102,0.860963889860703,17.2279807054424,0.739193083573487
cond,D1_C2L,4-6,590,0.577743792217846,0.197442124133939,13.4260311266009,16.703926319556,0.441340098831344,0.660351579324914,15.8583784791914,0.691525423728814
cond,D1_C2L,7+,1114,0.555588079288754,0.189591126945828,12.5590368351856,15.7343049778478,-0.0599203599227423,0.839304173390857,14.0241886522992,0.710951526032316
cond,D1_C2L,all,2398,0.540243202996272,0.183493152988273,12.8639432034584,16.1116935235284,0.219537469385653,0.802510596719992,15.5735305567874,0.714345287739783
cond,D2_C2L,0,170,0.469776045738508,0.156284173991897,12.8991986597509,16.0457560223207,-0.847386367507765,1.10415452620891,14.1435348183627,0.747058823529412
cond,D2_C2L,1,155,0.469396389360843,0.157167358548935,12.8102082075402,16.5525656113639,0.518268317442343,0.993911173253766,16.0161178986426,0.729032258064516
cond,D2_C2L,2,184,0.456560346920753,0.15250967641795,11.8540144194042,14.5294873750738,-0.401934587014166,0.914148177875348,18.0020364826465,0.760869565217391
cond,D2_C2L,3,185,0.502413862544722,0.168732153858189,12.2625274497543,15.4626371381888,2.56904816662718,0.813416749154641,15.6250516575926,0.724324324324324
